num,name,compensation,link,employer,address,site
109,Главный инженер,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40990975?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Статус,Ростов-на-Дону,https://hh.ru
110,Инженер по энергообеспечению,"{'min': 130000, 'val': 'руб'}",https://hh.ru/vacancy/40675586?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"ООО ОЙЛТИМ, Компания",Томск,https://hh.ru
111,Инженер-сметчик,"{'min': 350000, 'max': 450000, 'val': 'KZT'}",https://hh.ru/vacancy/40883010?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Сембол Улусларарасы Тарым Туризм Пейзаж Иншаат СанайивеТиджарет Аноним Ширкети в г.Астана, ФАО",Актау,https://hh.ru
112,Инженер-энергетик,"{'min': 50000, 'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40960991?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ФракДжет-Строй,Саратов,https://hh.ru
113,Инженер-проектировщик/ведущий инженер,"{'min': 70000, 'max': 80000, 'val': 'руб'}",https://hh.ru/vacancy/40752486?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Аспк,Сургут,https://hh.ru
114,Инженер,"{'min': 90000, 'max': 90000, 'val': 'руб'}",https://hh.ru/vacancy/40952952?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Промнефтегазинжиниринг,Новый Уренгой,https://hh.ru
115,"Инженер-проектировщик систем электроснабжения 0,4-10 кВ","{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40973303?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Технолог,Тверь,https://hh.ru
116,Инженер-экономист,"{'min': 210000, 'max': 250000, 'val': 'KZT'}",https://hh.ru/vacancy/40833829?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО МАК Алматыгорстрой,"Алматы, Алатау",https://hh.ru
117,Инженер ОАСУП,"{'min': 90000, 'val': 'руб'}",https://hh.ru/vacancy/40567615?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО НЭП-Терминал,Новый Уренгой,https://hh.ru
118,Инженер-проектировщик,"{'min': 35000, 'max': 120000, 'val': 'руб'}",https://hh.ru/vacancy/40700738?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО КС-М Холдинг,"Нижний Новгород, Горьковская",https://hh.ru
119,Младший инженер-проектировщик,"{'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/39994603?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Шиндлер,"Москва, ВДНХ",https://hh.ru
120,Инженер ПТО,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40970939?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ССА,Кемерово,https://hh.ru
121,Инженер (БКС),"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40361924?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО НПП Полет,"Нижний Новгород, Ленинская",https://hh.ru
122,Инженер-технолог,"{'min': 70000, 'max': 70000, 'val': 'руб'}",https://hh.ru/vacancy/40721237?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО АРМСТРОЙЭКСПОРТ,Волгодонск,https://hh.ru
123,Главный инженер,"{'min': 100000, 'max': 120000, 'val': 'руб'}",https://hh.ru/vacancy/40947113?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Инженерный квартал,Владивосток,https://hh.ru
124,Инженер-конструктор,"{'min': 15000, 'max': 18000, 'val': 'грн.'}",https://hh.ru/vacancy/40793711?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО НПФ Ирком-ЭКТ,"Киев, Черниговская",https://hh.ru
125,Инженер-конструктор,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40930428?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО HIT-LINE,Харьков,https://hh.ru
126,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40791086?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ИНТЕРПАЙП,Днепр (Днепропетровск),https://hh.ru
127,Инженер-проектировщик,"{'min': 30000, 'max': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40946729?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Технотент,Омск,https://hh.ru
128,"Инженер-проектировщик систем электроснабжения 0,4-10 кВ","{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40973292?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Технолог,Рязань,https://hh.ru
129,Инженер-измеритель,"{'min': 164000, 'val': 'KZT'}",https://hh.ru/vacancy/40971488?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Транстелеком,Жезказган,https://hh.ru
130,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40822457?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЭНЕРГОАВАНГАРД,"Москва, Аэропорт и еще 1 ",https://hh.ru
131,Инженер-проектировщик,"{'min': 45000, 'max': 91000, 'val': 'руб'}",https://hh.ru/vacancy/40396995?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Специальные системы и технологии,"Санкт-Петербург, Старая Деревня и еще 1 ",https://hh.ru
132,Реверс инженер,"{'min': 90000, 'max': 170000, 'val': 'руб'}",https://hh.ru/vacancy/38541570?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, НеоБИТ,"Санкт-Петербург, Политехническая",https://hh.ru
133,Инженер-метролог,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40951531?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Группа Компаний Центр экспертиз и оценки соответствия,Новосибирск,https://hh.ru
134,Инженер-конструктор,"{'min': 60000, 'max': 90000, 'val': 'руб'}",https://hh.ru/vacancy/40749503?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИНТЕРДЕВЕЛОП,Симферополь,https://hh.ru
135,Главный инженер,"{'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40972101?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ФГУП ЦНИИгеолнеруд,Казань,https://hh.ru
136,Сервисный инженер (инженер-электронщик),"{'min': 50000, 'max': 150000, 'val': 'руб'}",https://hh.ru/vacancy/40631316?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИКС-Суппорт,"Москва, Щукинская",https://hh.ru
137,"Инженер-проектировщик систем электроснабжения 0,4-10 кВ","{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40973276?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Технолог,Калуга,https://hh.ru
138,Инженер по ХАССП,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40959743?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Завод Северная Венеция,Новый Свет,https://hh.ru
139,Инженер-проектировщик,"{'min': 40000, 'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40640374?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО СервисЭнергоПроект,Владимир,https://hh.ru
140,Инженер ПТО по спецработам,"{'min': 100000, 'val': 'руб'}",https://hh.ru/vacancy/40772462?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ОАО Сварочно-монтажный трест,Вологда,https://hh.ru
141,Инженер-конструктор,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40574459?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Мединдустрия Сервис,Минск,https://hh.ru
142,Инженер по автоматизации,"{'min': 40000, 'max': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40567393?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Исс Урал,Пермь,https://hh.ru
143,Инженер-электроник,"{'min': 40000, 'max': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40713473?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Darxton,Воронеж,https://hh.ru
144,Инженер-электрик,"{'min': 56000, 'val': 'руб'}",https://hh.ru/vacancy/40979956?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Автопарк №1 Спецтранс,Санкт-Петербург,https://hh.ru
145,Сервисный инженер,"{'min': 35000, 'max': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40984494?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Сервис,Брянск,https://hh.ru
146,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40986979?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИПК Гелар,Пермь,https://hh.ru
147,Инженер-проектировщик,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40874160?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ИКЦ ПромТехноЭксперт,Краснодар,https://hh.ru
148,Инженер-проектировщик,"{'min': 40000, 'max': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40890892?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Пир Инновация,Самара,https://hh.ru
149,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40988660?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Корпорация Сочи,Сочи,https://hh.ru
150,"Инженер контроля (КИПиА, Электрика)","{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40956044?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ТОО ДОС-Групп лимитед,Алматы,https://hh.ru
151,Инженер отдела радиоконтроля,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40777348?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ФГУП ГРЧЦ Саратов,Саратов,https://hh.ru
152,Инженер по строительству,"{'min': 10000, 'val': 'руб'}",https://hh.ru/vacancy/40959975?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ИП Киракосян Акоп Ашотович,Сочи,https://hh.ru
153,Инженер-электрик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40968693?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Бюро Веритас,Ташкент,https://hh.ru
154,Инженер снабжения,"{'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40757506?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ТАЛДИНСКАЯ ГОРНАЯ КОМПАНИЯ,Новокузнецк,https://hh.ru
155,Старший инженер,"{'min': 55000, 'val': 'руб'}",https://hh.ru/vacancy/40728667?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Винная группа Ариант,Темрюк,https://hh.ru
156,Инженер-механик,"{'min': 500, 'max': 412, 'val': 'руб'}",https://hh.ru/vacancy/40951511?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Трубачево,Томск,https://hh.ru
157,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40680278?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ТОО Antarium LTD,Жанаозен,https://hh.ru
158,Инженер -конструктор,"{'min': 60000, 'max': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40950641?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Завод Модульных Конструкций,Омск,https://hh.ru
159,Инженер по эксплуатации,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40857002?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Пятёрочка. Офис,Балаково,https://hh.ru
160,Инженер-лаборант,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40919156?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО НЕВА МЕТАЛЛ ПОСУДА,Санкт-Петербург,https://hh.ru
161,Инженер отдела продаж,"{'min': 30000, 'max': 150000, 'val': 'руб'}",https://hh.ru/vacancy/40851206?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Кетон,Новосибирск,https://hh.ru
162,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40676330?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Энергострой,Иркутск,https://hh.ru
163,Инженер-технолог,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40986226?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Радиозавод,Пенза,https://hh.ru
164,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40645166?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО First Developing Group,Ташкент,https://hh.ru
165,Инженер по метрологии,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40956126?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Приборостроительный завод ВИБРАТОР,Санкт-Петербург,https://hh.ru
166,Инженер - энергетик,"{'max': 75000, 'val': 'руб'}",https://hh.ru/vacancy/40753219?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Мегаполис,Владимир,https://hh.ru
167,Инженер ВОЛС,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40950078?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Уфанет,Йошкар-Ола,https://hh.ru
168,Инженер,"{'max': 87000, 'val': 'руб'}",https://hh.ru/vacancy/40988089?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, МФТИ ГУ,Москва,https://hh.ru
169,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40968568?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Специальное конструкторско-технологическое бюро Катализатор (АО СКТБ Катализатор),Новосибирск,https://hh.ru
170,Инженер-химик,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40780338?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЦЭУ ОПЫТ,"Санкт-Петербург, Балтийская",https://hh.ru
171,Стажер инженер-проектировщик систем электроснабжения,"{'min': 20000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40972561?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Стелла+,Казань,https://hh.ru
172,Инженер-химик,"{'min': 28000, 'max': 28000, 'val': 'руб'}",https://hh.ru/vacancy/40569490?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Эко-Спектрум,Краснодар,https://hh.ru
173,Инженер КИПиА / Инженер сервиса,"{'min': 40000, 'max': 90000, 'val': 'руб'}",https://hh.ru/vacancy/40700610?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО АТК,Пермь,https://hh.ru
174,Инженер-строитель,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40990829?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ПАО «Газпром нефть»,Омск,https://hh.ru
175,Инженер-проектировщик,"{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40987045?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО АВРОРА,Краснодар,https://hh.ru
176,Инженер,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40948320?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ПЛАНЕТА ЖИЗНИ,Казань,https://hh.ru
177,Главный инженер проекта по инженерии,"{'min': 120000, 'val': 'руб'}",https://hh.ru/vacancy/40458352?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Битэкс, Строительная компания",Москва,https://hh.ru
178,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40962332?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ГУП ЦУГИ,Москва,https://hh.ru
179,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40962417?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ПАО «МТС» ,Курган,https://hh.ru
180,Тест - инженер,"{'min': 55000, 'val': 'руб'}",https://hh.ru/vacancy/39340314?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," МИР, Научно-производственное объединение",Омск,https://hh.ru
181,Инженер,"{'min': 35000, 'max': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40959267?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," ГРЧЦ, ФГУП","Нижний Новгород, Горьковская",https://hh.ru
182,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40961195?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Диприз,Барановичи,https://hh.ru
183,Инженер-диспетчер,"{'min': 28000, 'max': 37000, 'val': 'руб'}",https://hh.ru/vacancy/40640990?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ИП Коломийцев Артем Алексеевич,Иваново (Ивановская область),https://hh.ru
184,Инженер-строитель,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40990850?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ПАО «Газпром нефть»,Омск,https://hh.ru
185,Инженер,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40835611?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Смарт Персонал Сервис,Воронеж,https://hh.ru
186,Инженер,"{'min': 56000, 'val': 'руб'}",https://hh.ru/vacancy/40836376?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Комтелеком-Т,"Москва, Красносельская",https://hh.ru
187,Инженер-конструктор,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40864847?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Поволжская научно-производственная компания,Пермь,https://hh.ru
188,Техник-инженер,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40985299?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЦСЛ БХС,Березники,https://hh.ru
189,Инженер-конструктор,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40975273?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЭМС,Томск,https://hh.ru
190,Инженер по САПР,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40833284?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Центр Программного Обеспечения,Ковров,https://hh.ru
191,Инженер по обследованию,"{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40925893?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, СМК Север-Траст,Санкт-Петербург,https://hh.ru
